pumedid	entity_id	entity	entity_type	correct	not_an_entity	wrong_border	entity_position
20187818	001	cardiac disease	phenotype	0	0	0	96:110
20148704	001	C3	gene	0	0	0	21:22,45:46
20148704	002	CR2	gene	0	0	0	78:80
20148704	003	complement protein C3	gene	0	0	0	239:259
20148704	004	glycoprotein F	gene	0	0	0	784:797
20148704	005	Newcastle disease	phenotype	0	0	0	730:746
20126617	001	body temperature	phenotype	0	0	0	600:615,895:910
20126617	002	heart rate	phenotype	0	0	0	618:627,862:871
20126617	003	LPAI infection	phenotype	0	0	0	1276:1289
20126617	004	herd immunity	phenotype	0	0	0	1571:1583
20117191	001	body size	phenotype	0	0	0	588:596,855:863,943:951
20093677	001	Duck swollen head hemorrhagic disease virus	phenotype	0	0	0	87:129
20093677	002	Duck viral swollen head hemorrhagic disease	phenotype	0	0	0	509:551
20093677	003	DSHDV infection	phenotype	0	0	0	1312:1326
20064520	001	gonadotropin hormone releasing hormone	gene	0	0	0	707:744
20044017	001	blood parasite	phenotype	0	0	0	42:55
20044017	002	simondi infection	phenotype	0	0	0	641:657,765:781,818:834
20021503	001	torticollis	phenotype	0	0	0	799:809
19999766	001	axillary ulcerative lesions	phenotype	0	0	0	191:217
19999766	002	feather folliculomas	phenotype	0	0	0	341:360
19999766	003	poor prognosis	phenotype	0	0	0	450:463
19999766	004	ulcerative lesion	phenotype	0	0	0	541:557
19999766	005	basosquamous carcinoma	phenotype	0	0	0	663:684,1136:1157,1233:1254
19999766	006	Basosquamous carcinoma	phenotype	0	0	0	913:934
19999766	007	feather folliculoma	phenotype	0	0	0	1112:1130
19999766	008	ulcerative or proliferative skin lesions	phenotype	0	0	0	1309:1348
19999383	001	AIV infection	phenotype	0	0	0	1199:1211
19965911	001	olfactory receptor	gene	0	0	0	148:165
19965911	002	olfactory abilities	phenotype	0	0	0	1697:1715
19937535	001	systemic infection	phenotype	0	0	0	834:851
19937525	001	Newcastle disease	phenotype	0	0	0	32:48
19937511	001	tissue tropism	phenotype	0	0	0	508:521
19937511	002	myocarditis	phenotype	0	0	0	1043:1053
19937511	003	skeletal myositis	phenotype	0	0	0	1059:1075
19914253	001	growth hormone secretagogue receptor	gene	0	0	0	65:100
19914253	002	growth hormone	gene	0	0	0	65:78,126:139
19914253	003	gastrointestinal tract	phenotype	0	0	0	946:967,1357:1378,1969:1990,2151:2172
19914253	004	Peking duck gastrointestinal tract	phenotype	0	0	0	1957:1990
19864211	001	UCN	gene	0	0	0	12:14,409:411,641:643,926:928,1101:1103
19864211	002	releasing factor	gene	0	0	0	74:89
19864211	003	POMC	gene	0	0	0	178:181
19864211	004	adrenocorticotropic hormone	gene	0	0	0	202:228
19864211	005	stimulating hormone	gene	0	0	0	268:286
19864211	006	regulating the function of the immune system	phenotype	0	0	0	1259:1302
19821888	001	acute blood loss	phenotype	0	0	0	70:85,756:771,888:903,1303:1318
19821888	002	blood volume	phenotype	0	0	0	790:801
19821888	003	regenerative response	phenotype	0	0	0	1561:1581
19821888	004	blood loss	phenotype	0	0	0	1612:1621
30256876	001	UCN	gene	0	0	0	12:14,409:411,641:643,925:927,1100:1102
30256876	002	releasing factor	gene	0	0	0	74:89
30256876	003	POMC	gene	0	0	0	178:181
30256876	004	adrenocorticotropic hormone	gene	0	0	0	202:228
30256876	005	stimulating hormone	gene	0	0	0	268:286
30256876	006	regulating the function of the immune system	phenotype	0	0	0	1258:1301
19656363	001	duck macrochromosomes and demonstrated conserved synteny	phenotype	0	0	0	837:892
19640549	001	electron microscopical	phenotype	0	0	0	425:446
19640549	002	gastrointestinal disease	phenotype	0	0	0	1341:1364
19640549	003	dry weight	phenotype	0	0	0	1395:1404
19640549	004	irreversible cell damage	phenotype	0	0	0	1721:1744
19640549	005	crypt necks	phenotype	0	0	0	1749:1759
19630230	001	decreased activity	phenotype	0	0	0	439:456
19630230	002	ataxia	phenotype	0	0	0	471:476
19630230	003	infection to aigamo duck operations	phenotype	0	0	0	1437:1471
19581004	001	mucosal immunity	phenotype	0	0	0	49:64,223:238
19581004	002	finch serum protein	gene	0	0	0	928:946
19581004	003	conjunctivitis	phenotype	0	0	0	1101:1114
19581004	004	Mycoplasma gallisepticum infection	phenotype	0	0	0	1132:1165
19523985	001	nucleoprotein antigen	gene	0	0	0	444:464
19523985	002	influenza A	phenotype	0	0	0	1260:1270
19514809	001	migratory routes of individual duck species	phenotype	0	0	0	1108:1150
19463029	001	body size	phenotype	0	0	0	775:783
19406168	001	stretch of open reading frame 1b	gene	0	0	0	626:657
19406168	002	probe degeneration	phenotype	0	0	0	729:746
19374476	001	dry weight	phenotype	0	0	0	314:323
19362739	001	defensin 2	gene	0	0	0	236:245
19356266	001	cercarial dermatitis	phenotype	0	0	0	25:44
19356266	002	visceral schistosomes	phenotype	0	0	0	1469:1489
19297545	001	IPC energy metabolism	phenotype	0	0	0	397:417
19280366	001	Peroxisome proliferators	gene	0	0	0	1:24
19280366	002	lipid metabolism	phenotype	0	0	0	131:146
19216259	001	respiratory distress	phenotype	0	0	0	106:125
19216259	002	lethargy	phenotype	0	0	0	169:176
19216259	003	neoplastic mass	phenotype	0	0	0	263:277
19216259	004	testicular tumor	phenotype	0	0	0	504:519
19216259	005	Sertoli cell testicular tumor	phenotype	0	0	0	649:677
19216259	006	sex cord	phenotype	0	0	0	733:740
19174921	001	MT1	gene	0	0	0	910:912,1072:1074
19174921	002	hepatic CH3Hg concentration	phenotype	0	0	0	1219:1245
19129127	001	body mass	phenotype	0	0	0	346:354,1151:1159
19129127	002	LPAI infection	phenotype	0	0	0	425:438,1344:1357,1711:1724
19129127	003	migratory mallards	phenotype	0	0	0	486:503
19129127	004	body mass loss	phenotype	0	0	0	538:551
19129127	005	Body mass	phenotype	0	0	0	945:953
19129127	006	deteriorated body mass	phenotype	0	0	0	1742:1763
19105044	001	Body weight	phenotype	0	0	0	301:311
19105044	002	GH	gene	0	0	0	1108:1109
19105044	003	growth hormone	gene	0	0	0	1112:1125
19069785	001	Russian Academy of Medical Sciences	phenotype	0	0	0	900:934
19045936	001	Embryonic survival	phenotype	0	0	0	1:18
19045936	002	reduced survival endpoints	phenotype	0	0	0	884:909
19045936	003	reduced bursal mass	phenotype	0	0	0	988:1006
19045936	004	follicle size	phenotype	0	0	0	1012:1024
19023759	001	reluctance to feed	phenotype	0	0	0	1025:1042
19023759	002	torticollis	phenotype	0	0	0	1065:1075
19023759	003	breast muscle	phenotype	0	0	0	1424:1436
18980430	001	sensory nerve conduction velocities	phenotype	0	0	0	206:240
18980430	002	sensory nerve	phenotype	0	0	0	461:473
18980430	003	loss of nerve conduction	phenotype	0	0	0	759:782
18980430	004	sensory nerve conduction	phenotype	0	0	0	1253:1276
18980430	005	traumatic injuries to the brachial plexus	phenotype	0	0	0	1435:1475
18980430	006	brachial plexus nerve blockade	phenotype	0	0	0	1606:1635
18957137	001	genetic structure	phenotype	0	0	0	209:225
18957137	002	cytochrome b	gene	0	0	0	635:646
18957137	003	Cyt b	gene	0	0	0	649:653
18825730	001	neurological disease	phenotype	0	0	0	40:59
18809869	001	zona pellucida protein C	gene	0	0	0	301:324
18716782	001	Natriuretic peptides	gene	0	0	0	452:470
18716782	002	natriuretic peptides	gene	0	0	0	527:545,1143:1161
18716782	003	natriuretic peptide antiserum	gene	0	0	0	738:765
18716782	004	secreted natriuretic peptide	gene	0	0	0	845:871
18687407	001	hepatic metabolisms	phenotype	0	0	0	180:198
18687407	002	hepatic steatosis	phenotype	0	0	0	1146:1162
18664102	001	Australapatemon minor	phenotype	0	0	0	1310:1330
18664102	002	Leucochloridiomorpha lutea	phenotype	0	0	0	1333:1358
18664102	003	Pseudocapillaria mergi i Polymorphus magnus	phenotype	0	0	0	1474:1516
18657864	001	activating receptors	gene	0	0	0	63:82
18657864	002	hepatitis B	phenotype	0	0	0	1026:1036
18648047	001	diarrhea	phenotype	0	0	0	859:866
18648047	002	Salmonella Typhimurium infection	phenotype	0	0	0	1467:1498
18631261	001	spring temperature	phenotype	0	0	0	984:1001
18628122	001	red jungle fowl	phenotype	0	0	0	694:708
18628122	002	olfactory bulb size	phenotype	0	0	0	1268:1286
18628122	003	olfactory capability	phenotype	0	0	0	1316:1335
18601714	001	short reproductive	phenotype	0	0	0	579:596
18601714	002	testosterone steroidogenesis	phenotype	0	0	0	1024:1051
18601714	003	autocrine testosterone production	phenotype	0	0	0	1626:1658
18601714	004	testosterone testicular	phenotype	0	0	0	1788:1810
18568660	001	serum immunoglobulin Y	gene	0	0	0	93:114
18568660	002	Newcastle disease	phenotype	0	0	0	772:788
18498950	001	behavioral abnormalities	phenotype	0	0	0	77:100
18498950	002	motor incoordination	phenotype	0	0	0	110:129,738:757,1492:1511
18498950	003	motor coordination	phenotype	0	0	0	366:383
18498950	004	olfactory bulb	phenotype	0	0	0	1048:1061
18498950	005	behavioral deficits	phenotype	0	0	0	1110:1128
18498950	006	body size	phenotype	0	0	0	1265:1273
18496857	001	growth rate	phenotype	0	0	0	619:629
18496857	002	Growth rate	phenotype	0	0	0	659:669
18496857	003	craniofacial skeleton	phenotype	0	0	0	830:850
18484055	001	bilateral seminoma	phenotype	0	0	0	11:28,392:409
18484055	002	neoplastic spermatogenic cells	phenotype	0	0	0	244:273
18454809	001	lipid metabolism	phenotype	0	0	0	203:218
18421496	001	white ibis	phenotype	0	0	0	1820:1829
18409086	001	white proteins	gene	0	0	0	8:21
18409086	002	Ovotransferrin	gene	0	0	0	385:398
18409086	003	egg white	phenotype	0	0	0	507:515
18359507	001	early embryo mortality	phenotype	0	0	0	546:567
18359507	002	medium embryo mortality	phenotype	0	0	0	576:598
18359507	003	late embryo mortality	phenotype	0	0	0	610:630
18359507	004	Overall fertility	phenotype	0	0	0	743:759
18359507	005	fertile egg	phenotype	0	0	0	887:897
18337310	001	increase in body temperature	phenotype	0	0	0	91:118
18337310	002	stress fever	phenotype	0	0	0	235:246,294:305
18214862	001	hypoxia	phenotype	0	0	0	169:175,1103:1109
18214862	002	hypoxic pulmonary vasoconstriction	phenotype	0	0	0	367:400
18214862	003	hypoxic response	phenotype	0	0	0	511:526,1765:1780
18214862	004	systemic hypoxic vasodilation	phenotype	0	0	0	1656:1684
18214862	005	pulmonary hypoxic vasoconstriction	phenotype	0	0	0	1690:1723
18214862	006	hypoxic vasoconstriction	phenotype	0	0	0	1869:1892
18085166	001	of the parasympathicus	phenotype	0	0	0	393:414
18085166	002	paralysis of skeletal muscles	phenotype	0	0	0	430:458
18084777	001	cyst type I	phenotype	0	0	0	48:58,1089:1099
18084777	002	cyst type III	phenotype	0	0	0	1123:1135
18065138	001	acute respiratory distress	phenotype	0	0	0	72:97
18065138	002	lethargy	phenotype	0	0	0	103:110
18065138	003	respiratory distress	phenotype	0	0	0	160:179
18065138	004	neck lacerations	phenotype	0	0	0	247:262
18065138	005	collapsed trachea	phenotype	0	0	0	388:404
18058032	001	DDT	gene	0	0	0	2229:2231
17900574	001	androgen receptor	gene	0	0	0	5:21
17900574	002	AR	gene	0	0	0	24:25,180:181,280:281,180:181,280:281,389:390,496:497,389:390,496:497,559:560,651:652,788:789,953:954,1281:1282,1499:1500
17704370	001	intracranial fat body	phenotype	0	0	0	46:66,653:673
17704370	002	motor incoordination	phenotype	0	0	0	533:552
17704370	003	olfactory bulb	phenotype	0	0	0	941:954
17675860	001	like receptor 7	gene	0	0	0	1003:1017
17675860	002	lectin immunoreceptors	phenotype	0	0	0	971:992
17675140	001	breast tissue	phenotype	0	0	0	64:76
17675140	002	DDT	gene	0	0	0	1422:1424
17675140	003	Breast tissue	phenotype	0	0	0	1949:1961
17675140	004	breast muscle	phenotype	0	0	0	2934:2946
17576569	001	Angiotensin II	gene	0	0	0	1185:1198
17576569	002	ANG II	gene	0	0	0	1201:1206,1302:1307,1485:1490
17552093	001	influenza A	phenotype	0	0	0	908:918
17549551	001	Renal and pancreatic	phenotype	0	0	0	775:794
17494599	001	influenza A virus infection	phenotype	0	0	0	19:45
17403008	001	body weight	phenotype	0	0	0	213:223
17403008	002	abdominal fat	phenotype	0	0	0	419:431
17403008	003	skin fat	phenotype	0	0	0	443:450,785:792
17403008	004	drip loss	phenotype	0	0	0	518:526
17403008	005	cooking loss	phenotype	0	0	0	541:552
17403008	006	weight of crop	phenotype	0	0	0	769:782
17403008	007	weight of breast	phenotype	0	0	0	948:963
17403008	008	fat thickness	phenotype	0	0	0	1135:1147
17403008	009	weight of liver	phenotype	0	0	0	1270:1284
17385558	001	wild field	phenotype	0	0	0	82:91
17385558	002	lethargy	phenotype	0	0	0	566:573
17385558	003	muscular weakness	phenotype	0	0	0	576:592
17385558	004	Liver and spleen enlargement	phenotype	0	0	0	640:667
17385558	005	thin smears	phenotype	0	0	0	730:740
17385558	006	enlarged livers	phenotype	0	0	0	765:779
17371385	001	bronchosyringeal cartilage	phenotype	0	0	0	347:372,960:985,1087:1112
17371385	002	longish oval	phenotype	0	0	0	571:582
17359270	001	haemolytic porcine isolates of intestinal spirochaetes	phenotype	0	0	0	20:73
17317328	001	metal accumulation	phenotype	0	0	0	190:207
17317328	002	MT1	gene	0	0	0	299:301,324:326,299:301,324:326,364:366,641:643,833:835,865:867,833:835,865:867,1043:1045,1124:1126,1266:1268,1650:1652
17317328	003	MT3	gene	0	0	0	685:687
17317328	004	MT2	gene	0	0	0	852:854,1014:1016,1132:1134,1432:1434,1620:1622,1432:1434,1620:1622,1707:1709
17317328	005	hepatic Ag	phenotype	0	0	0	1503:1512
17230398	001	prey size	phenotype	0	0	0	707:715
17215160	001	stimulating hormone	gene	0	0	0	87:105
17215160	002	male muscovy duck Cairina moschata	phenotype	0	0	0	423:456
17215160	003	TRH	gene	0	0	0	1488:1490
17184349	001	spatial configurations	phenotype	0	0	0	661:682
17177058	001	inflammation of secondary	phenotype	0	0	0	1027:1051
17177058	002	alveolar wall congestion	phenotype	0	0	0	1307:1330
17177058	003	edema	phenotype	0	0	0	1333:1337
17177058	004	lymphocyte infiltrates	phenotype	0	0	0	1343:1364
17166697	001	androgen receptors	gene	0	0	0	576:593
17161174	001	congenital heart disease	phenotype	0	0	0	27:50,1409:1432
17161174	002	hypoxemia	phenotype	0	0	0	164:172
17161174	003	cardiopulmonary arrest	phenotype	0	0	0	231:252
17161174	004	circulation membrane oxygen	phenotype	0	0	0	393:419
17161174	005	persistent acidosis	phenotype	0	0	0	495:513
17161174	006	hemorrhagic spleen	phenotype	0	0	0	932:949
17161174	007	splenic infarct	phenotype	0	0	0	1123:1137,1199:1213
17161174	008	hemoperitoneum	phenotype	0	0	0	1501:1514
17161174	009	splenic rupture	phenotype	0	0	0	1529:1543
17161174	00A	Melanitta nigra	phenotype	0	0	0	1830:1844
17023601	001	aquaporin 1	gene	0	0	0	241:251,555:565
17023601	002	AQP1	gene	0	0	0	568:571,701:704,836:839,900:903,836:839,900:903
17023601	003	aquaporin 5	gene	0	0	0	578:588
17023601	004	AQP5	gene	0	0	0	591:594,710:713,1032:1035
16989964	001	ovarian development	phenotype	0	0	0	8:26
16989964	002	releasing hormone	gene	0	0	0	257:273
16989964	003	body mass	phenotype	0	0	0	720:728
16989964	004	ovary weight	phenotype	0	0	0	707:718,773:784
16938296	001	angiotensin II	gene	0	0	0	1074:1087
16938296	002	PRL	gene	0	0	0	1108:1110,1283:1285,2095:2097
16938296	003	body mass	phenotype	0	0	0	958:966
16938296	004	salt gland secretion	phenotype	0	0	0	2292:2311
16930702	001	IGHM	gene	0	0	0	132:135
16919729	001	transcription factors	gene	0	0	0	749:769
16903476	001	egg weight	phenotype	0	0	0	571:580
16894718	001	intestinal flukes	phenotype	0	0	0	277:293
16894718	002	Notocotylus attenuatus of the family Notocotylidae	phenotype	0	0	0	830:879
16854647	001	seminoma with visceral metastases	phenotype	0	0	0	22:54
16854647	002	rough whitish nodules	phenotype	0	0	0	270:290
16854647	003	right testicular parenchyma	phenotype	0	0	0	391:417
16854647	004	Multiple lung metastases	phenotype	0	0	0	715:738
16854647	005	peritoneal metastases	phenotype	0	0	0	851:871
16840252	001	toxicity of lead to the liver and kidney	phenotype	0	0	0	304:343
16840252	002	dry weight	phenotype	0	0	0	539:548
16840252	003	GSH S	gene	0	0	0	1161:1165
16840252	004	glutamyl transferase	gene	0	0	0	1495:1514
16840252	005	lipid peroxidation	phenotype	0	0	0	1549:1566
16822269	001	pituitary adenylate cyclase - activating polypeptide	gene	0	0	0	
16822269	002	CD68	gene	0	0	0	320:323
16649371	001	cercarial dermatitis	phenotype	0	0	0	1106:1125
16649371	002	paddy field workers	phenotype	0	0	0	1181:1199
16537157	001	enteric disease	phenotype	0	0	0	1735:1749
19754829	001	Sertoli cell tumor	phenotype	0	0	0	64:81
19754829	002	left testis	phenotype	0	0	0	97:107
19754829	003	clinical condition	phenotype	0	0	0	338:355
19754829	004	Sertoli cell tumors	phenotype	0	0	0	381:399
16480768	001	EBP	gene	0	0	0	553:555,610:612
16446990	001	plasma chemistries	phenotype	0	0	0	404:421
16446990	002	blood lead	phenotype	0	0	0	848:857
16446990	003	ALAD	gene	0	0	0	914:917
16425630	001	influenza A	phenotype	0	0	0	7:17
16425630	002	poultry disease	phenotype	0	0	0	90:104
16425630	003	plovers and lapwings	phenotype	0	0	0	1969:1988
16407091	001	body weight	phenotype	0	0	0	449:459
16407091	002	male Canada geese	phenotype	0	0	0	593:609
16407091	003	hemorrhage into	phenotype	0	0	0	716:730
16407091	004	accumulation in liver and kidney	phenotype	0	0	0	763:794
16407091	005	dry weight	phenotype	0	0	0	928:937
16407091	006	V accumulation in liver and kidney	phenotype	0	0	0	1223:1256
16407091	007	intestinal hemorrhage	phenotype	0	0	0	1306:1326,1653:1673
16407091	008	hepatic oxidative stress	phenotype	0	0	0	1370:1393
16407091	009	weight loss	phenotype	0	0	0	1488:1498
16407091	00A	liver and kidney	phenotype	0	0	0	1610:1625
16398331	001	influenza A	phenotype	0	0	0	630:640
16392015	001	physical injury	phenotype	0	0	0	482:496
16392015	002	gross abnormalities	phenotype	0	0	0	514:532
16392015	003	body weight	phenotype	0	0	0	778:788,1053:1063
16392015	004	weight gain	phenotype	0	0	0	1037:1047
16359109	001	fertility rate	phenotype	0	0	0	1109:1122
16359109	002	increased fertility	phenotype	0	0	0	1296:1314
16351835	001	muscarinic acetylcholine receptors	gene	0	0	0	1659:1692
16351835	002	vasoactive intestinal peptide	gene	0	0	0	1712:1740
16313299	001	transcription factor	gene	0	0	0	707:726
16313299	002	CD 28 RE	gene	0	0	0	773:780
16307214	001	toxicity to embryos	phenotype	0	0	0	801:819
16307214	002	reproductive impairment	phenotype	0	0	0	974:996
16307214	003	egg weight	phenotype	0	0	0	2910:2919
16292650	001	arterial blood pressure	phenotype	0	0	0	320:342
16292650	002	heart rates	phenotype	0	0	0	450:460
16292650	003	angiotensin II	gene	0	0	0	753:766
16292650	004	ANG II	gene	0	0	0	769:774
16272326	001	TAP2	gene	0	0	0	475:478,713:716
16272326	002	TAP1	gene	0	0	0	707:710
16244083	001	dry weight	phenotype	0	0	0	275:284
16206573	001	reduced hatchability	phenotype	0	0	0	80:99
16191707	001	supraorbital bony recesses	phenotype	0	0	0	123:148
16191707	002	Granulomatous inflammation	phenotype	0	0	0	151:176
16191707	003	central necrotic heterophils	phenotype	0	0	0	585:612
16191707	004	multinucleate giant cells	phenotype	0	0	0	619:643
16182151	001	CR1	gene	0	0	0	19:21,124:126,926:928,1079:1081,1315:1317
16182151	002	lactate dehydrogenase B	gene	0	0	0	167:189
16075271	001	Cell cycle arrest	phenotype	0	0	0	1:17
16075271	002	CDK2	gene	0	0	0	134:137
16075271	003	osmotic stress	phenotype	0	0	0	477:490,570:583
16075271	004	acetylcholine receptor	gene	0	0	0	1307:1328
15964231	001	fatty hepatocyte plasma membrane	phenotype	0	0	0	827:858
15964231	002	fatty acids	phenotype	0	0	0	903:913
15964231	003	hepatic lipogenesis	phenotype	0	0	0	1242:1260
15955364	001	duck females	phenotype	0	0	0	164:175
15955364	002	early embryo mortality	phenotype	0	0	0	1084:1105,1325:1346
15951252	001	IPC discharge	phenotype	0	0	0	968:980,1064:1076
15951252	002	carbonic anhydrase	gene	0	0	0	1218:1235
15921605	001	rice field rats	phenotype	0	0	0	923:937,1079:1093,1832:1846
15914837	001	acute respiratory syndrome	phenotype	0	0	0	92:117
15914837	002	lower body weights	phenotype	0	0	0	727:744
15892059	001	AVM disease	phenotype	0	0	0	1206:1216
15887091	001	saline tolerance	phenotype	0	0	0	95:110
15887091	002	body water	phenotype	0	0	0	255:264
15887091	003	aldosterone concentration	phenotype	0	0	0	660:684
15841394	001	inflammatory diseases	phenotype	0	0	0	241:261
15841394	002	macrophage inflammatory protein 1	gene	0	0	0	621:653
15841394	003	MIP	gene	0	0	0	661:663,956:958,1096:1098,956:958,1096:1098
15841394	004	hepatitis B	phenotype	0	0	0	1573:1583
15839428	001	weight loss	phenotype	0	0	0	792:802
15839421	001	anatipestifer infection	phenotype	0	0	0	502:524
15827222	001	brain lesions	phenotype	0	0	0	566:578,828:840,1205:1217,2242:2254
15827222	002	ataxia	phenotype	0	0	0	1812:1817
15827222	003	limb weakness	phenotype	0	0	0	1820:1832
15805046	001	vitamin A	gene	0	0	0	719:727
15777815	001	social stress	phenotype	0	0	0	332:344,661:673
15777815	002	social ranks	phenotype	0	0	0	846:857
15763726	001	mucinous adenocarcinoma	phenotype	0	0	0	11:33
15763726	002	type II pneumocytoid carcinoma	phenotype	0	0	0	371:400
15763726	003	papillary growths	phenotype	0	0	0	458:474
15763726	004	ciliated cell adenocarcinoma	phenotype	0	0	0	631:658
15763726	005	squamous metaplasia	phenotype	0	0	0	665:683
15763726	006	neoplasm	phenotype	0	0	0	794:801
15763726	007	squamous differentiation	phenotype	0	0	0	849:872
15763726	008	malignant tumours	phenotype	0	0	0	1009:1025
15720008	001	Duckling mass	phenotype	0	0	0	317:329
15720008	002	skeletal size	phenotype	0	0	0	335:347,669:681
15720008	003	body mass	phenotype	0	0	0	655:663
15597192	001	regulating energy homeostasis	phenotype	0	0	0	821:849
15579551	001	heat loss	phenotype	0	0	0	166:174,299:307
15579551	002	body temperature	phenotype	0	0	0	343:358
15465716	001	neurologic disease	phenotype	0	0	0	40:57
15369835	001	gonadotropin releasing hormone	gene	0	0	0	798:827
15369835	002	estrogen receptor	gene	0	0	0	857:873
15369835	003	hepatic GH receptor	gene	0	0	0	1132:1150
15369835	004	GHR	gene	0	0	0	1153:1155
15369835	005	IGF receptor	gene	0	0	0	1169:1180
15369835	006	embryonic growth	phenotype	0	0	0	1836:1851
15345473	001	sea lamprey dorsal aorta	phenotype	0	0	0	1036:1059
15345473	002	marine toad aorta	phenotype	0	0	0	1062:1078
15345473	003	alligator aorta	phenotype	0	0	0	1081:1095
15345473	004	duck aorta	phenotype	0	0	0	1105:1114
15327119	001	GI tract	phenotype	0	0	0	219:226,1160:1167,1342:1349,1494:1501
15327119	002	growth of intestinal villi	phenotype	0	0	0	240:265
15327119	003	body mass	phenotype	0	0	0	568:576,967:975,2278:2286
15327119	004	increased body mass	phenotype	0	0	0	2019:2037
15327119	005	growth rate	phenotype	0	0	0	2043:2053
15276981	001	gondii infection	phenotype	0	0	0	1094:1109
15205935	001	TAP2	gene	0	0	0	1100:1103,1205:1208,1355:1358,1406:1409
15185116	001	osmotic stress	phenotype	0	0	0	130:143
15185116	002	cell proliferation	phenotype	0	0	0	165:182
15185116	003	excess salt	phenotype	0	0	0	296:306
15185116	004	muscarinic acetylcholine receptors	gene	0	0	0	512:545
15185116	005	vasoactive intestinal peptide	gene	0	0	0	790:818
15092913	001	TEF	gene	0	0	0	1266:1268
15077686	001	zinc toxicosis	phenotype	0	0	0	132:145
15077686	002	abnormal size	phenotype	0	0	0	632:644
15077686	003	clinical disease	phenotype	0	0	0	937:952
15077686	004	hypochromic RBCs	phenotype	0	0	0	1136:1151
15077686	005	RBC nuclear abnormalities	phenotype	0	0	0	1173:1197
15077686	006	morphologic abnormalities	phenotype	0	0	0	1250:1274
15077686	007	hemolysis	phenotype	0	0	0	1364:1372
15077686	008	iron deficiency	phenotype	0	0	0	1410:1424
15077686	009	Erythrocyte nuclear abnormalities	phenotype	0	0	0	1519:1551
15017285	001	collect intestinal spirochaetes	phenotype	0	0	0	39:69
14972586	001	Eudyptula minor	phenotype	0	0	0	285:299
14676018	001	degenerative abnormalities	phenotype	0	0	0	387:412
14676018	002	the exocrine	phenotype	0	0	0	417:428
14676018	003	zinc poisoning	phenotype	0	0	0	1263:1276
14663159	001	mesencephalic trigeminal nucleus	phenotype	0	0	0	31:62
14663159	002	embryonic development	phenotype	0	0	0	218:238
14663159	003	programmed cell death	phenotype	0	0	0	791:811
14658340	001	genetic distances	phenotype	0	0	0	566:582
14638295	001	abnormal embryos	phenotype	0	0	0	1217:1232
14638295	002	lower body and liver weights	phenotype	0	0	0	1249:1276
14567235	001	neurologic disease	phenotype	0	0	0	40:57
14567235	002	neurologic abnormalities	phenotype	0	0	0	879:902
14567226	001	abnormalities of the liver and kidney	phenotype	0	0	0	912:948
14511579	001	WN infection	phenotype	0	0	0	1605:1616
12965190	001	fatty acids	phenotype	0	0	0	37:47
12965190	002	lipid peroxidation	phenotype	0	0	0	138:155,1162:1179
12965190	003	decreased triglycerides	phenotype	0	0	0	685:707
12965190	004	fatty acid elongation	phenotype	0	0	0	1034:1054
12965190	005	plasma alkaline phosphatase	gene	0	0	0	1249:1275
12965190	006	bone metabolism	phenotype	0	0	0	1311:1325
12928896	001	pituitary adenylate cyclase activating peptide	gene	0	0	0	574:619
12928896	002	Gal	gene	0	0	0	638:640
12928896	003	proventricular ganglion cells	phenotype	0	0	0	424:452
12910770	001	nervous system impairment of motor function	phenotype	0	0	0	368:410
12910770	002	abnormal movement and posture	phenotype	0	0	0	429:457
12910770	003	weakness	phenotype	0	0	0	460:467
12910770	004	paralysis	phenotype	0	0	0	470:478
12909708	001	saline tolerance	phenotype	0	0	0	141:156,1150:1165
12892758	001	hepatic steatosis	phenotype	0	0	0	15:31,896:912,1348:1364
12892758	002	lipid channelling	phenotype	0	0	0	205:221
12892758	003	fatty liver	phenotype	0	0	0	305:315,1146:1156
12892758	004	muscular development	phenotype	0	0	0	492:511
12794672	001	fatty acids	phenotype	0	0	0	713:723
12790425	001	thromboxane A2	gene	0	0	0	269:282
12790425	002	gastrointestinal bleeding	phenotype	0	0	0	1283:1307
12790425	003	muscle necrosis	phenotype	0	0	0	1332:1346,1765:1779
12790425	004	analgesia	phenotype	0	0	0	1525:1533
12743723	001	substitute for thermogenesis	phenotype	0	0	0	117:144
12743723	002	oxygen consumption	phenotype	0	0	0	648:665
12743723	003	body temperature	phenotype	0	0	0	755:770
12743723	004	energy intake	phenotype	0	0	0	1162:1174
12737224	001	egg weight	phenotype	0	0	0	483:492
12737224	002	body weight	phenotype	0	0	0	498:508,1199:1209
12712597	001	lost body mass	phenotype	0	0	0	470:483
12712597	002	angiotensin II	gene	0	0	0	1402:1415
12712597	003	plasma concentration	phenotype	0	0	0	1826:1845
12685074	001	mucosal necrosis	phenotype	0	0	0	221:236
12685074	002	gastrointestinal pathology	phenotype	0	0	0	636:661
12596366	001	skin affection	phenotype	0	0	0	179:192
12596366	002	cercarial dermatitis	phenotype	0	0	0	614:633
12596366	003	respiratory and	phenotype	0	0	0	794:808
12596366	004	digestive allergic symptoms	phenotype	0	0	0	813:839
12596366	005	skin dermatitis	phenotype	0	0	0	2177:2191
12596366	006	mesenteric veins	phenotype	0	0	0	2578:2593
12596366	007	liver veins	phenotype	0	0	0	2679:2689
12596366	008	lymphocytic vasculitis	phenotype	0	0	0	2738:2759
12596366	009	mesothelial hyperplasia	phenotype	0	0	0	2785:2807
12596366	00A	vascular thromboses	phenotype	0	0	0	3024:3042
