ID	PMID	title	author	journal	time&volume	other_info	abstract
11	34995644	Sex differences in serum glucocorticoid levels and heterophil:lymphocyte ratios in adult pekin ducks (Anas platyrhynchos domesticus).	Tetel V, Tonissen S, Fraley GS	Gen Comp Endocrinol	 2022 Feb 1;317:113975	 doi: 101016/jygcen2021113975 Epub 2022 Jan 4	It is becoming more common for poultry scientists to utilize direct and indirect measures of stress hormones to monitor bird welfare. However, it has been clear that our understanding of the avian hypothalamic-pituitaryadrenal axis (HPA) is insufficient as evidenced by the many conflicting reports regarding stress responses, such as transportation stress, in poultry. It has long been assumed that the poultry HPA functions similarly to that of mammals, but now we know that there are considerable differences in the avian HPA compared to mammals. Synthesis and release of glucocorticoids (GC) are stimulated by adrenocorticotropin hormone (ACTH); GC are synthesized from a common pathway that begins with cholesterol and pregnenolone. The synthesis of one of the glucocorticoids does not depend upon the synthesis of the other. The purpose of our study was to test the hypothesis that ACTH will stimulate both corticosterone and cortisol release in ducks. To test this hypothesis, we injected artificial ACTH (cosyntropin; 0.0625 mg/kg, 0.031 mg/kg, or 0.016 mg/kg or saline as control) intramuscularly into adult drakes and hens (N = 10/sex/dose). Both glucocorticoids (GC) were assayed in serum using previously verified ELISAs. Blood smears were also assessed for heterophil to lymphocyte ratios (HLR). Data were analyzed by repeated measures 3-way ANOVA with Fishers PLSD as an ad hoc test. We observed that both GC were secreted in significantly (p = 0.0002) different patterns in a dose-dependent manner compared to controls, and that there was a significant (p = 0.0001) sex difference in both GC compared to saline controls. Further, we observed that all doses of ACTH elicited a significant (p = 0.004) sex difference in the HLR response compared to controls, but no dose-dependent effects were noted. Our data suggest that ducks, at least, may utilize more than just corticosterone to maintain physiological homeostasis in response to stress. Further, the time course of the stressor to release GC and subsequent HLR response may be dependent upon sex. More detailed analyses of the HPA are necessary in all avian species to better understand stress responses as we utilize biological bases for welfare assessments and stress responses.
12	34986903	Environmental drivers of autumn migration departure decisions in midcontinental mallards.	Weller FG, Beatty WS, Webb EB, Kesler DC, Krementz DG, Asante K, Naylor LW	Mov Ecol	 2022 Jan 5;10(1):1	 doi: 101186/s40462-021-00299-x	BACKGROUND: The timing of autumn migration in ducks is influenced by a range of environmental conditions that may elicit individual experiences and responses from individual birds, yet most studies have investigated relationships at the population level. We used data from individual satellite-tracked mallards (Anas platyrhynchos) to model the timing and environmental drivers of autumn migration movements at a continental scale. METHODS: We combined two sets of location records (2004-2007 and 2010-2011) from satellite-tracked mallards during autumn migration in the Mississippi Flyway, and identified records that indicated the start of long-range (>/= 30 km) southward movements during the migration period. We modeled selection of departure date by individual mallards using a discrete choice model accounting for heterogeneity in individual preferences. We developed candidate models to predict the departure date, conditional on daily mean environmental covariates (i.e. temperature, snow and ice cover, wind conditions, precipitation, cloud cover, and pressure) at a 32 x 32 km resolution. We ranked model performance with the Bayesian Information Criterion. RESULTS: Departure was best predicted (60% accuracy) by a "winter conditions" model containing temperature, and depth and duration of snow cover. Models conditional on wind speed, precipitation, pressure variation, and cloud cover received lower support. Number of days of snow cover, recently experienced snow cover (snow days) and current snow cover had the strongest positive effect on departure likelihood, followed by number of experienced days of freezing temperature (frost days) and current low temperature. Distributions of dominant drivers and of correct vs incorrect prediction along the movement tracks indicate that these responses applied throughout the latitudinal range of migration. Among recorded departures, most were driven by snow days (65%) followed by current temperature (30%). CONCLUSIONS: Our results indicate that among the tested environmental parameters, the dominant environmental driver of departure decision in autumn-migrating mallards was the onset of snow conditions, and secondarily the onset of temperatures close to, or below, the freezing point. Mallards are likely to relocate southwards quickly when faced with snowy conditions, and could use declining temperatures as a more graduated early cue for departure. Our findings provide further insights into the functional response of mallards to weather factors during the migration period that ultimately determine seasonal distributions.
13	34970593	RIGI, TLR7, and TLR3 Genes Were Predicted to Have Immune Response Against Avian Influenza in Indigenous Ducks.	Pal A, Pal A, Baviskar P	Front Mol Biosci	 2021 Dec 14;8:633283	 doi: 103389/fmolb2021633283 eCollection 2021	Avian influenza is a disease with every possibility to evolve as a human-to-human pandemic arising out of frequent mutations and genetic reassortment or recombination of avian influenza (AI) virus. The greatest concern is that till date, no satisfactory medicine or vaccines are available, leading to massive culling of poultry birds, causing huge economic loss and ban on export of chicken products, which emphasizes the need to develop an alternative strategy for control of AI. In the current study, we attempt to explore the molecular mechanism of innate immune potential of ducks against avian influenza. In the present study, we have characterized immune response molecules such as duck TLR3, TLR7, and RIGI that are predicted to have potent antiviral activities against the identified strain of avian influenza through in silico studies (molecular docking) followed by experimental validation with differential mRNA expression analysis. Future exploitation may include immunomodulation with the recombinant protein, and transgenic or gene-edited chicken resistant to bird flu.
14	34958264	Phylogenetic Analysis of H5N8 Highly Pathogenic Avian Influenza Viruses in Ukraine, 2016-2017.	Sapachova M, Kovalenko G, Sushko M, Bezymennyi M, Muzyka D, Usachenko N, Mezhenskyi A, Abramov A, Essen S, Lewis NS, Bortz E	Vector Borne Zoonotic Dis	 2021 Dec;21(12):979-988	 doi: 101089/vbz20210031	Highly pathogenic avian influenza viruses (HPAIV) can be carried long distances by migratory wild birds and by poultry trade. Highly pathogenic avian influenza (HPAI) is often lethal in domestic poultry and can sporadically infect and cause severe respiratory or systemic disease in other species including humans. Since 2003, the H5 subtype of HPAIV have spread from epicenters in China to neighboring regions in East and Southeast Asia, and across Central Asia to the Indian subcontinent, Europe, Africa, and North America. Outbreaks of H5N1 HPAIV struck poultry in Ukraine in 2005. In 2016, A H5N8 clade 2.3.4.4b HPAIV outbreaks occurred in wild and domestic birds in Ukraine concurrently with outbreaks in Central Europe, Russia, and the Middle East. We report outbreaks of HPAI in domestic backyard poultry in (2016-2017) in the southern region of Ukraine, in proximity to mass gathering sites for migratory waterfowl including mute swans (Cygnus olor). All eight genome segments of three novel H5N8 HPAIV isolated in November 2016 from two domestic backyard chickens (Gallus gallus) and one backyard mallard duck (Anas platyrhynchos) found dead of HPAI in Azov-Black Sea region of Ukraine were cladistically related to H5N8 2.3.4.4b HPAI viruses isolated from wild shelduck (Tadorna tadorna) and white-fronted goose (Anser albifrons) in Askania Nova Biopreserve (Kherson district, Ukraine) in 2016-2017 and to other contemporary H5N8 HPAIV strains sequenced from wild birds and poultry in Eurasia. Amino acid variations in hemagglutinin were outside of the polybasic cleavage site (PLREKRRKR/GLF), and D224G suggested avian-like receptor binding specificity; neuraminidase did not have mutations characteristic of oseltamivir drug resistance. Outbreaks of HPAI in Ukraine highlight the continual need for biosurveillance and genomic sequencing of avian influenza viruses along wild bird flyways and interfaces with domestic poultry in Eurasia.
15	34945681	Rheological and Flow Behaviour of Yolk, Albumen and Liquid Whole Egg from Eggs of Six Different Poultry Species.	Kumbar V, Ondrusikova S, Trost D, Polcar A, Nedomova S	Foods	 2021 Dec 17;10(12)	 pii: foods10123130 doi: 103390/foods10123130	Liquid egg products are one of the basic raw materials for the food industry. Knowledge of their rheological and flow behaviour in real technical elements is absolutely necessary for the selection of suitable technological equipment for their processing. In this article, the rheological properties of liquid egg products were determined. Eggs from six different species of poultry are used: domestic hen (Gallus gallus domesticus) hybrid Hisex Brown; Japanese quail (Coturnix japonica); German carrier goose (Anser anser f. domestica); domestic ducks (Anas platyrhynchos f. domestica); domestic guinea fowl (Numida meleagris f. domestica); and domestic turkeys (Meleagris gallopavo f. domestica). Liquid egg products showed pseudoplastic behaviour in range of shear strain rates from 0.2 up to 200 s(-1) and at the temperature of 18 degrees C. Thus, the flow curves were constructed using the Ostwald-de Waele rheological model, with respect to the pseudoplastic behaviour of liquid egg products. According to the values of the coefficients of determination (R(2)), the sum of squared estimate of errors (SSE) and the root mean square error (RMSE), this model was appropriately chosen. Using the consistency coefficient K, the flow index n and the adjusted equations for the flow rate of technical and biological fluids in standard pipelines, the 3D velocity profiles of liquid egg products were successfully modelled. The values of the Reynolds number of the individual liquid egg products were calculated, and the type of flow was also determined. A turbulent flow has been detected for some liquid egg products.
16	34944363	Effects of Dietary Resveratrol Supplementation on Growth Performance and Anti-Inflammatory Ability in Ducks (Anas platyrhynchos) through the Nrf2/HO-1 and TLR4/NF-kappaB Signaling Pathways.	Yang H, Wang Y, Liu M, Liu X, Jiao Y, Jin S, Shan A, Feng X	Animals (Basel)	 2021 Dec 18;11(12)	 pii: ani11123588 doi: 103390/ani11123588	The aim of this study was to explore the effect of dietary resveratrol on the growth performance and anti-inflammatory mechanism in ducks. A total of 280 one-day-old specific pathogen-free male ducklings (Anas platyrhynchos) with an average body weight of 35 +/- 1 g were randomly divided into two dietary treatment groups with different supplementation levels of resveratrol for growth performance experiments: R0 and R400 (0 and, 400 mg kg(-1) resveratrol, respectively). At the age of 28 days, 16 ducks were selected from each treatment group and divided into four subgroups for a 2 x 2 factorial pathological experiment: R0; R400; R0 + LPS; R400 + LPS, (0 mg kg(-1) resveratrol, 400 mg kg(-1) resveratrol, 0 mg kg(-1) resveratrol, 400 mg kg(-1) resveratrol + 5 mg lipopolysaccharide/kg body weight). The results showed that resveratrol significantly improved final body weight and average daily gain (p < 0.01) and alleviated the lipopolysaccharide-induced inflammatory response with a reduction in IL-1beta and IL-6 in the plasma and the liver (p < 0.05). Resveratrol improved mRNA levels of Nrf2 and HO-1 and decreased the mRNA levels of TLR4 and NF-kappaB in duck liver (p < 0.05). Dietary resveratrol can improve growth performance and reduce inflammation through the Nrf2/HO-1 and TLR4/NF-kappaB signaling pathways in duck.
17	34944306	Time to Loss of Behavioral and Brainstem Responses of Ducks following Non-Stunned Slaughter.	Friedman A, Dalla Costa FA, Dalla Costa OA, Godsell-Ryan A, Gibson TJ	Animals (Basel)	 2021 Dec 11;11(12)	 pii: ani11123531 doi: 103390/ani11123531	Non-stunned slaughter has been extensively described for other farmed species but there has been limited research on waterfowl. The study assessed 34 White Pekin ducks (Anas platyrhynchos) (study 1) in a non-stunned halal slaughterhouse in Brazil for time to loss of consciousness using various behavioral and brainstem indices (balance, cranial nerve reflexes, and muscle tension) and assessed the relationship between extent of clotting, location of neck cut, level of damage to neck vessels/tissues, and the time to onset of unconsciousness. In addition, operator practices were separately observed and neck pathology following the cut was examined in 217 carcasses after bleeding (study 2). In study 1 following the neck cut there was a wide variation between birds in the time to loss of behavioral and brainstem indices, ranging from 20 to 334 and 20 to 383 s for neck and beak tension, respectively. The median time to loss of balance following the neck cut was 166 +/- 14 (22-355) seconds. There was a moderate correlation (R = 0.60 and 0.62) between distance of the neck cut and time to loss of balance and neck tension, respectively. This is the first investigation of the time to loss of consciousness following non-stunned slaughter of ducks in commercial conditions. The findings could be used to improve the welfare of ducks during non-stunned slaughter, such as recommending performance of the neck cut closer to the jaw line and ensuring appropriate waiting periods between slaughter and birds entering the scalding tanks.
18	34944291	Resveratrol Relieved Acute Liver Damage in Ducks (Anas platyrhynchos) Induced by AFB1 via Modulation of Apoptosis and Nrf2 Signaling Pathways.	Liu F, Wang Y, Zhou X, Liu M, Jin S, Shan A, Feng X	Animals (Basel)	 2021 Dec 10;11(12)	 pii: ani11123516 doi: 103390/ani11123516	The presence of aflatoxin B1 (AFB1) in feed is a serious threat to livestock and poultry health and to human food safety. Resveratrol (Res) is a polyphenolic compound with antioxidant, anti-apoptotic and other biological activities; however, it is not clear whether it can improve AFB1 induced hepatotoxicity. Therefore, this study was conducted to investigate the effects of dietary Res on liver injury induced by AFB1 and its mechanisms. A total of 270 one-day-old male specific pathogen free (SPF) ducks, with no significant difference in weight, were randomly assigned to three groups: the control group, the AFB1 group and the AFB1 + Res group, which were fed a basic diet, a basic diet and a basic diet containing 500 mg/kg Res, respectively. On the 70th day, the ducks in theAFB1 group and the AFB1+ 500 mg/kg Res group were given 60 mug/kg AFB1 via gavage. When comparing the AFB1 group and the AFB1 + Res group and also with the control group, AFB1 significantly increased liver damage, cytochrome P450 (CYP450) and AFB1-DNA adduct content, increased oxidative stress levels and induced liver apoptosis, which was improved by Res supplementation. In sum, the addition of Res to feed can increase the activity of the II-phase enzyme, activate the nuclear factor E2-related factor 2 (Nrf2) signal pathway, and protect ducks' livers from the toxicity, oxidative stress and inflammatory reaction induced by AFB1.
19	34924861	Changes of Land Use and Land Cover with the Diversity of Fishes, Aquatic Plants, and Bird's Species at Wetland Ecosystem.	Alam MZ, Baki Bhuiyan MA, Abdullah HM, Ghosh SR, Hassan MM, Akter R, Rokonuzzaman M, Alam MS	ScientificWorldJournal	 2021 Dec 8;2021:7533119	 doi: 101155/2021/7533119 eCollection 2021	Bangladesh is rich in wetland biodiversity with aquatic plants, fishes, and birds. Mohanganj Upazila is known as the capital of lower Bangladesh. The present study focuses on the changes of land use and land cover (LULC) with a diversity of species that are being least concerned (LC), vulnerable (VU), and endangered (EN). Over the last two decades, the wetland species of Mohanganj were gradually declined. Our results showed that 19 fish, 4 aquatic plants, and 7 bird species were LC in 2015. Among the fish and aquatic plant species, 6 fish species (Wallago attu, Ompok pabda, Channa punctate, Chitala chitala, Salmostoma phulo, and Corica soborna) and 2 aquatic plant species (Nymphaea nouchali and Nymphaea lotus) were VU during the dry and rainy season of 2017 and 2019, respectively. In the dry season of 2019, 4 fish species (W. attu, O. pabda, C. punctate, and Ch. chitala), 2 aquatic plant species (N. nouchali and N. lotus), and 7 bird species (Anas platyrhynchos, Ardeola grayii, Gyps bengalensis, Alcedo atthis, Phalacrocorax fuscicollis, Porphyrio porphyria, and Larus ridibundus) were EN. Among the species, W. attu, N. nouchaii, G. bengalensis, P. porphyria, and L. ridibundus were extremely endangered categories. Changes in LULC, the establishment of settlements for the increasing population, indiscriminate use of pesticides, environmental pollutions, and climate change are the potential reasons for declining trends of wetland biodiversity. Stern actions on land use policy, expansion of organic agriculture, bioremediation of industrial effluents, and adoption of sustainable environmental policies should be taken by the Government of Bangladesh for immediate conservation of wetland biodiversity.
20	34923880	Genetic variants in SCNN1B and AHCYL1 are associated with eggshell quality in Chinese domestic laying ducks (Anas platyrhynchos).	Liao CM, Tan GH, You MF, Li JZ, Wu L, Qin YY, Zhang YY	Br Poult Sci	 2021 Dec 20	 doi: 101080/0007166820212019678	1. The objective of this study was to investigate the evolution of SCNN1B and AHCYL1 proteins among 10 domestic and mammalian animals, to uncover the expression patterns of SCNN1B and AHCYL1 genes in ducks, identify the genetic variants of the SCNN1B and AHCYL1 genes and analyse their effects on eggshell quality.2. Expression profiles of the SCNN1B and AHCYL1 genes in Sansui female ducks were determined using real-time fluorescence quantitative PCR to identify SNPs. The duck SCNN1B and AHCYL1 genes were amplified to identify SNPs. A total of 502 Sansui female ducks were genotyped by sequencing, and the associations between the mRNA expression/SNP genotypes and six eggshell quality indices were analysed using PASW Statistics 18.0.3. The results showed that the SCNN1B and AHCYL1 proteins are highly conserved in different mammalian or domestic animals, especially the AHCYL1 protein. The SCNN1B and AHCYL1 genes were widely expressed in different tissues of male and female ducks, and expression level in the uterus was greater than in other tissues. The expression of SCNN1B and AHCYL1 during oviposition cycle indicated that expression levels were related to the eggshell mineralisation stage.4. The mRNA expression levels of uterine SCNN1B and AHCYL1 genes were positively correlated with eggshell strength (ESS), percentage (ESP) and weight (ESW) (P<0.05), respectively. Ten novel SNPs in SCNN1B and AHCYL1 genes from Chinese domestic laying ducks were identified through PCR amplicon sequencing.5. Genetic association analysis indicated g.797509 C > T, g.797573 C > T and g.797834 C > T in SCNN1B gene and g.169244 T > A, g.169265 T > C and g.175311T > C in AHCYL1 gene had a significant effect on eggshell quality. Correlation analysis between the SNP genotype and SCNN1B and AHCYL1 genes expression in the uterus showed that the genotypes of g.797509 C>T, g.797573 C>T, g.797834 C>T, g.169244 T>A and g.175311T>C sites affected the expression of SCNN1B and AHCYL1 genes in utero (P<0.05).6. The study indicated SCNN1B and AHCYL1 as candidate genes to improve eggshell traits in ducks.
21	34903938	Sequencing and phylogenetic analysis of the stn gene of Salmonella species isolated from different environmental sources at Lake Qarun protectorate: The role of migratory birds and public health importance.	Khalefa HS, Ahmed ZS, Abdel-Kader F, Ismail EM, Elshafiee EA	Vet World	 2021 Oct;14(10):2764-2772	 doi: 1014202/vetworld20212764-2772 Epub 2021 Oct 26	Background and Aim: Salmonella causes most foodborne bacterial illnesses worldwide. It is found in various hosts, including pets, farm animals, and wild animals, as well as the environment. This study aimed to examine the epidemiological relationship between Salmonella isolates from aquatic environments and those from other avian hosts. Materials and Methods: The study examined 12 water samples, 210 aquatic animals, and 45 migratory aquatic bird samples collected from the protected area of Lake Qarun in El-Fayoum Governorate, Egypt, during migration seasons from different waterfowl migration areas (from October 2018 to January 2019). In addition, 45 fecal samples from domestic chickens were collected from the same geographic location from poultry farms. Bacteriological examination and polymerase chain reaction assay of two virulence genes (i.e., invA and stn) were performed to isolate and identify Salmonella. Results: Salmonella was isolated from 58.3% (7/12) of Lake Qarun water samples, 13.3% (6/45) of migratory waterfowl, 6.6% of (3/45) of chickens (Gallus gallus domesticus), and 4.3% (3/70) of fish and pooled brine shrimp. In migratory aquatic bird species that were sampled, Salmonella were isolated from 23.1% (3/13) of Eurasian coot (Fulica atra), 12.5%, (1/8) of green-winged teal (Anas cardolinesis), 10% (2/20) of northern shoveler (Spatula clypeata), and 0% (0/4) of mallard duck (Anas platyrhynchos). In 35 Tilapia, Salmonella was isolated by (8.6%) 5.7% of external surfaces, 2.85% from the intestine, and 0% from the muscle. No Salmonella was isolated from the 175 brine shrimp samples. Phylogenetic analysis using the stn genes of Salmonella isolated from the aquatic environment, migratory aquatic birds, and chicken showed a strong association between these isolates. In addition, a higher nucleotide identity percentage was observed between the sequences recovered from migratory aquatic birds and Lake Qarun water samples. Conclusion: Salmonella distribution was confirmed through migratory aquatic birds, based on our phylogeny tree analysis, Salmonella considered a likely carrier of zoonotic bacterial pathogens. Furthermore, the close relationship between chicken and fish sequences highlights the scenarios of using chicken manure in fish farms and its public health implications. The presence of Salmonella in different environmental sources spotlights the urgent need to control and break down its epidemiological cycle.
22	34837623	Characterization of the trophic transfer and fate of methylmercury in the food web of Zhalong Wetland, Northeastern China.	Luo J, Zhang W, Bai L, Li H, Gao Z	Environ Sci Pollut Res Int	 2022 Apr;29(17):25222-25233	 doi: 101007/s11356-021-17675-0 Epub 2021 Nov 27	The transfer and fate of methylmercury (MeHg) in typical components, such as sediment, sediment-inhabiting animals, pelagic fish, and three large waterfowls, namely, red-crowned crane (Grus japonensis), mallard (Anas platyrhynchos), and oriental stork (Ciconia boyciana), of the ecosystem in China's Zhalong Wetland were examined using equivalence-based mass balance model. The biomagnification degree of MeHg increased on the species at the high trophic level of the system. Hence, elevated MeHg concentration (3.2 mug g(-1), dry weight) was detected in the endangered G. japonensis. The accumulation of the organometal generally followed the decreasing order of oriental stork (carnivore) > mallard (omnivore) > red-crowned crane (omnivore). The predicted results of MeHg at each node of the food web were generally in accordance with the measured values (F = 0.09, P = 0.78), implying that the model is suitable for the prediction of MeHg fate in the inland aquatic system. According to the model, the respiration for the species at low trophic strata was the key input source of MeHg, but ingestion played an important role for MeHg intake in the species at the high trophic position in the food web. Metabolism was a crucial pathway of MeHg loss for the top predators in the ecosystem.
23	34815022	Acute oral toxicity and tissue residues of saxitoxin in the mallard (Anas platyrhynchos).	Dusek RJ, Smith MM, Van Hemert C, Shearn-Bochsler VI, Hall S, Ridge CD, Hardison DR, Kaler RSA, Bodenstein BL, Hofmeister EK, Hall JS	Harmful Algae	 2021 Nov;109:102109	 doi: 101016/jhal2021102109 Epub 2021 Oct 9	Since 2014, widespread, annual mortality events involving multiple species of seabirds have occurred in the Gulf of Alaska, Bering Sea, and Chukchi Sea. Among these die-offs, emaciation was a common finding with starvation often identified as the cause of death. However, saxitoxin (STX) was detected in many carcasses, indicating exposure of these seabirds to STX in the marine environment. Few data are available that describe the effects of STX in birds, thus presenting challenges for determining its contributions to specific mortality events. To address these knowledge gaps, we conducted an acute oral toxicity trial in mallards (Anas platyrhynchos), a common laboratory avian model, using an up-and-down method to estimate the median lethal dose (LD50) for STX. Using an enzyme-linked immunosorbent assay (ELISA), we tested select tissues from all birds and feces from those individuals that survived initial dosing. Samples with an ELISA result that exceeded approximately 10 microg 100 g(-1) STX and randomly selected ELISA negative samples were further tested by high-performance liquid chromatography (HPLC). Tissues collected from mallards were also examined grossly at necropsy and then later by microscopy to identify lesions attributable to STX. The estimated LD50 was 167 microg kg(-1) (95% CI = 69-275 microg kg(-1)). Saxitoxin was detected in fecal samples of all mallards tested for up to 48 h after dosing and at the end of the sampling period (7 d) in three birds. In those individuals that died or were euthanized <2 h after dosing, STX was readily detected throughout the gastrointestinal tract but only infrequently in heart, kidney, liver, lung, and breast muscle. No gross or microscopic lesions were observed that could be attributable to STX exposure. Given its acute toxicity, limited detectability, and frequent occurrence in the Alaska marine environment, additional research on STX in seabirds is warranted.
